NI RH RM RS V DG DM DS
6841 19 57 49 - 31 48 39
6842 19 55 2 + 29 17 23
6843 19 56 6 + 12 9 52
6844 20 2 50 - 65 13 44
6845 20 0 58 - 47 4 12
6845 20 0 58 - 47 4 12
6845 20 1 5 - 47 3 34
6845 20 0 57 - 47 5 3
6845 20 0 54 - 47 5 41
6846 19 56 28 + 32 20 55
6847 19 56 38 + 30 12 46
6848 20 2 47 - 56 5 25
6849 20 6 16 - 40 11 54
6850 20 3 30 - 54 50 43
6851 20 3 34 - 48 17 4
6851 20 5 49 - 47 58 37
6851 20 5 40 - 47 58 45
6852 20 0 39 + 1 43 43
6853 19 59 36 + 22 43 18
6854 20 5 39 - 54 22 30
6855 20 6 50 - 56 23 23
6856 19 59 17 + 56 7 53
6857 20 1 48 + 33 31 30
6858 20 3 0 + 11 15 36
6859 20 3 50 + 0 26 40
6860 20 8 47 - 61 5 59
6861 20 7 19 - 48 22 10
6861 20 5 49 - 47 58 37
6861 20 6 6 - 48 28 28
6861 20 6 41 - 48 38 57
6861 20 8 19 - 48 12 43
6861 20 11 1 - 48 41 26
6861 20 11 12 - 48 16 32
6862 20 8 55 - 56 23 30
6863 20 5 7 - 3 33 13
6864 20 6 5 - 21 55 15
6865 20 5 56 - 9 2 26
6866 20 3 55 + 44 9 33
6867 20 10 30 - 54 47 3
6868 20 9 54 - 48 22 48
6869 20 0 42 + 66 13 41
6870 20 10 10 - 48 17 12
6871 20 6 27 + 35 47 24
6872 20 16 57 - 70 46 4
6873 20 7 13 + 21 6 8
6874 20 7 48 + 38 14 0
6875 20 13 12 - 46 9 41
6875 20 11 56 - 46 8 35
6876 20 18 19 - 70 51 30
6876 20 11 17 - 71 0 46
6877 20 18 36 - 70 51 10
6878 20 13 53 - 44 31 36
6878 20 13 36 - 44 48 59
6879 20 10 27 + 16 55 25
6880 20 19 30 - 70 51 34
6881 20 10 53 + 37 24 44
6882 20 11 58 + 26 29 0
6883 20 11 18 + 35 51 0
6884 20 10 24 + 46 27 42
6885 20 11 58 + 26 29 0
6886 20 12 43 + 19 59 24
6887 20 17 17 - 52 47 50
6888 20 12 7 + 38 21 18
6889 20 18 53 - 53 57 24
6890 20 18 18 - 44 48 23
6891 20 15 9 + 12 42 17
6892 20 16 57 + 18 1 12
6893 20 20 50 - 48 14 22
6894 20 16 24 + 30 33 57
6895 20 16 32 + 50 14 24
6896 20 18 4 + 30 38 26
6897 20 21 1 - 12 15 18
6898 20 21 8 - 12 21 32
6899 20 24 22 - 50 26 1
6900 20 21 35 - 2 34 11
6901 20 22 22 + 6 25 47
6902 20 24 28 - 43 39 11
6902 20 23 0 - 44 16 14
6902 20 22 59 - 44 16 22
6902 20 23 7 - 43 52 8
6903 20 23 45 - 19 19 33
6904 20 21 48 + 25 44 22
6905 20 22 23 + 20 6 18
6906 20 23 34 + 6 26 40
6907 20 25 7 - 24 48 33
6908 20 25 9 - 24 48 10
6909 20 27 39 - 47 1 38
6910 20 23 12 + 40 46 43
6911 20 19 38 + 66 43 44
6912 20 26 52 - 18 37 3
6913 20 24 6 + 38 29 36
6914 20 24 43 + 42 29 0
6915 20 27 46 - 3 4 36
6916 20 23 33 + 58 20 39
6917 20 27 28 + 8 5 50
6918 20 30 47 - 47 28 27
6919 20 31 38 - 44 13 0
6920 20 43 57 - 80 0 1
6921 20 28 29 + 25 43 26
6922 20 29 53 - 2 11 30
6923 20 31 39 - 30 49 55
6924 20 33 19 - 25 28 28
6925 20 34 21 - 31 58 48
6926 20 33 6 - 2 1 44
6927 20 32 38 + 9 55 1
6927 20 32 37 + 9 53 0
6928 20 32 50 + 9 55 39
6929 20 33 22 - 2 2 12
6930 20 32 59 + 9 52 26
6931 20 33 41 - 11 22 8
6932 20 42 9 - 73 37 8
6933 20 33 38 + 7 23 16
6934 20 34 12 + 7 24 17
6935 20 38 20 - 52 6 37
6936 20 35 56 - 25 16 48
6937 20 38 46 - 52 8 38
6938 20 34 42 + 22 13 2
6939 20 31 30 + 60 39 42
6940 20 34 32 + 28 16 49
6941 20 36 24 - 4 37 8
6942 20 40 38 - 54 18 8
6943 20 44 34 - 68 44 53
6944 20 38 24 + 6 59 49
6944 20 38 11 + 6 54 9
6945 20 39 1 - 4 58 20
6946 20 34 52 + 60 9 12
6947 20 41 15 - 32 29 11
6948 20 43 29 - 53 21 26
6949 20 35 7 + 64 48 12
6950 20 41 11 + 16 38 55
6951 20 37 14 + 66 6 21
6952 20 37 14 + 66 6 21
6953 20 38 41 + 65 48 12
6954 20 44 3 + 3 12 34
6955 20 44 18 + 2 35 43
6956 20 43 54 + 12 30 44
6957 20 44 48 + 2 34 50
6958 20 48 43 - 37 59 52
6959 20 47 7 + 0 25 49
6960 20 45 42 + 30 43 0
6961 20 47 10 + 0 21 50
6962 20 47 19 + 0 19 19
6963 20 47 19 + 0 30 33
6964 20 47 24 + 0 18 5
6965 20 47 21 + 0 29 3
6966 20 47 27 + 0 22 5
6967 20 47 34 + 0 24 44
6968 20 48 32 - 8 21 35
6969 20 48 28 + 7 44 25
6970 20 52 9 - 48 46 41
6971 20 49 24 + 5 59 43
6972 20 49 59 + 9 53 59
6973 20 52 6 - 5 53 39
6974 20 51 4 + 31 49 54
6975 20 52 26 - 5 46 17
6976 20 52 26 - 5 46 17
6977 20 52 30 - 5 44 45
6978 20 52 35 - 5 42 40
6979 20 50 30 + 32 1 36
6980 20 52 49 - 5 50 13
6981 20 53 28 - 12 32 11
6982 20 57 18 - 51 51 46
6983 20 56 44 - 43 59 10
6984 20 57 54 - 51 52 15
6985 20 45 3 - 11 6 15
6985 20 45 1 - 11 6 29
6986 20 56 31 - 18 33 58
6987 20 58 10 - 48 37 48
6988 20 55 49 + 10 30 30
6989 20 54 6 + 45 14 26
6990 20 59 57 - 55 33 43
6991 20 55 39 + 47 26 54
6991 20 54 56 + 47 18 38
6992 20 56 18 + 31 44 30
6993 20 53 54 - 25 28 20
6994 20 58 56 - 12 38 0
6995 20 57 10 + 31 14 0
6996 20 56 30 + 45 28 24
6997 20 56 30 + 44 39 0
6998 21 1 38 - 28 1 54
6999 21 1 60 - 28 3 32
7000 20 59 18 + 44 31 0
7001 21 1 8 - 0 11 41
7002 21 3 45 - 49 1 45
7003 21 0 42 + 17 48 17
7004 21 4 2 - 49 6 51
7005 21 1 56 - 12 52 39
7006 21 1 30 + 16 11 17
7007 21 5 28 - 52 33 7
7008 21 0 33 + 54 32 38
7009 21 4 11 - 11 21 47
7010 21 4 39 - 12 20 16
7011 21 1 50 + 47 21 17
7012 21 6 46 - 44 48 52
7013 21 3 34 + 29 53 49
7014 21 7 52 - 47 10 43
7015 21 5 37 + 11 24 49
7016 21 7 16 - 25 28 7
7017 21 7 21 - 25 29 15
7018 21 7 25 - 25 25 45
7019 21 6 26 - 24 24 46
7020 21 11 20 - 64 1 31
7021 21 11 20 - 64 1 31
7022 21 9 35 - 49 18 13
7023 21 1 36 + 68 10 10
7024 21 6 5 + 41 29 47
7025 21 7 47 + 16 20 9
7026 21 6 19 + 47 51 10
7027 21 7 2 + 42 14 12
7028 21 8 15 + 18 28 48
7029 21 11 52 - 49 17 1
7030 21 11 13 - 20 29 12
7031 21 6 52 + 50 50 36
7032 21 15 23 - 68 17 15
7033 21 9 36 + 15 7 31
7034 21 9 38 + 15 9 4
7035 21 10 46 - 23 8 7
7035 21 10 47 - 23 8 14
7036 21 10 12 + 15 22 36
7037 21 10 48 + 33 44 48
7038 21 15 8 - 47 13 13
7038 21 15 15 - 47 36 46
7039 21 11 12 + 45 39 0
7040 21 13 17 + 8 51 54
7041 21 16 32 - 48 21 47
7041 21 17 57 - 48 24 8
7041 21 17 50 - 48 23 26
7042 21 13 46 + 13 34 30
7043 21 14 4 + 13 37 35
7044 21 13 9 + 42 29 46
7045 21 14 50 + 4 30 28
7046 21 14 56 + 2 50 4
7047 21 16 27 - 0 49 35
7048 21 14 15 + 46 17 21
7049 21 19 0 - 48 33 41
7050 21 15 17 + 36 10 18
7051 21 19 51 - 8 46 57
7052 21 18 33 + 26 26 50
7053 21 21 8 + 23 5 7
7054 21 20 44 + 39 10 18
7055 21 19 26 + 57 35 25
7056 21 22 8 + 18 39 56
7057 21 24 59 - 42 27 37
7058 21 21 48 + 50 48 28
7059 21 27 22 - 60 0 53
7060 21 25 54 - 42 24 39
7061 21 27 27 - 49 3 48
7062 21 23 27 + 46 22 43
7063 21 24 22 + 36 29 12
7064 21 29 3 - 52 46 2
7065 21 26 42 - 6 59 41
7065 21 26 58 - 7 1 16
7066 21 26 14 + 14 10 59
7067 21 24 12 + 48 0 41
7068 21 26 32 + 12 11 4
7069 21 28 6 - 1 38 47
7070 21 30 25 - 43 5 12
7070 21 31 47 - 42 50 49
7071 21 26 40 + 47 55 22
7072 21 30 37 - 43 9 9
7072 21 30 26 - 43 12 8
7073 21 29 26 - 11 29 19
7074 21 29 39 + 6 40 56
7075 21 31 33 - 38 37 5
7076 21 26 24 + 62 53 30
7077 21 29 60 + 2 24 53
7078 21 29 58 + 12 10 3
7079 21 32 35 - 44 4 3
7080 21 30 2 + 26 43 6
7081 21 31 24 + 2 29 28
7082 21 29 17 + 47 7 36
7083 21 35 45 - 63 54 12
7084 21 32 33 + 17 30 30
7085 21 32 25 + 6 34 54
7086 21 30 28 + 51 36 2
7087 21 34 33 - 40 49 6
7088 21 33 22 - 0 23 0
7089 21 33 27 - 0 49 22
7090 21 36 28 - 54 33 18
7091 21 34 8 - 36 39 14
7092 21 31 52 + 48 25 30
7093 21 34 36 + 45 59 31
7094 21 36 53 + 12 47 22
7095 21 52 25 - 81 31 53
7096 21 41 19 - 63 54 30
7096 21 38 48 - 64 21 1
7097 21 40 13 - 42 32 21
7097 21 40 38 - 42 28 49
7098 21 44 16 - 75 6 39
7099 21 40 22 - 23 10 43
7100 21 39 7 + 8 57 2
7101 21 39 35 + 8 52 38
7102 21 39 45 + 6 17 9
7103 21 39 51 - 22 28 24
7104 21 40 3 - 22 25 28
7105 21 41 41 - 10 38 6
7106 21 42 37 - 52 41 57
7107 21 42 27 - 44 47 31
7108 21 41 54 - 6 42 31
7109 21 41 59 - 34 26 46
7110 21 42 12 - 34 9 46
7111 21 41 54 - 6 42 31
7112 21 42 27 + 12 34 9
7113 21 42 27 + 12 34 9
7114 21 41 44 + 42 50 31
7115 21 43 39 - 25 21 4
7116 21 42 40 + 28 56 48
7117 21 45 47 - 48 25 16
7118 21 46 10 - 48 21 12
7119 21 46 16 - 46 30 56
7119 21 46 15 - 46 31 11
7120 21 44 33 - 6 31 23
7121 21 44 53 - 3 37 11
7122 21 45 48 - 8 49 47
7123 21 50 46 - 70 20 2
7124 21 48 5 - 50 33 56
7125 21 49 16 - 60 42 45
7126 21 49 18 - 60 36 34
7127 21 43 53 + 54 35 46
7128 21 43 58 + 53 42 55
7129 21 42 59 + 66 6 47
7130 21 48 19 - 34 57 10
7131 21 47 36 - 13 10 56
7132 21 47 16 + 10 14 29
7133 21 44 27 + 66 10 6
7134 21 48 56 - 12 58 13
7135 21 49 46 - 34 52 34
7136 21 49 43 - 11 47 34
7137 21 48 13 + 22 9 35
7138 21 49 1 + 12 30 50
7139 21 46 8 + 63 47 32
7140 21 52 15 - 55 34 11
7141 21 52 15 - 55 34 11
7142 21 45 9 + 65 46 28
7143 21 48 54 + 29 57 26
7144 21 52 43 - 48 15 17
7145 21 53 21 - 47 52 57
7146 21 51 47 + 3 1 2
7147 21 51 58 + 3 4 20
7148 21 52 8 + 3 20 31
7149 21 52 12 + 3 18 6
7150 21 50 23 + 49 45 22
7151 21 55 4 - 50 39 29
7152 21 53 59 - 29 17 21
7153 21 54 35 - 29 3 50
7154 21 55 21 - 34 48 50
7155 21 56 10 - 49 31 19
7156 21 54 34 + 2 56 32
7157 21 56 57 - 25 21 3
7158 21 57 28 - 11 35 31
7159 21 56 26 + 13 33 47
7160 21 53 40 + 62 36 12
7161 21 56 58 + 2 55 0
7162 21 59 39 - 43 18 16
7162 22 0 36 - 43 8 30
7163 21 59 20 - 31 53 1
7164 21 56 24 + 1 21 52
7164 21 56 25 + 1 21 46
7165 21 59 26 - 16 30 46
7166 22 0 33 - 43 23 24
7167 22 0 31 - 24 37 59
7168 22 2 7 - 51 44 36
7169 22 2 49 - 47 41 51
7170 22 1 26 - 5 25 56
7171 22 1 2 - 13 16 11
7172 22 2 2 - 31 52 12
7173 22 2 3 - 31 58 23
7174 22 2 6 - 31 59 33
7175 21 58 50 + 54 31 30
7176 22 2 8 - 31 59 26
7177 22 0 41 + 17 44 14
7178 22 2 25 - 35 47 27
7179 22 4 49 - 64 2 49
7180 22 2 19 - 20 32 52
7181 22 1 43 - 1 57 36
7182 22 1 52 - 2 11 46
7183 22 2 21 - 18 54 56
7184 22 2 40 - 20 48 45
7185 22 2 57 - 20 28 17
7186 22 1 5 + 35 4 42
7187 22 2 44 - 32 48 12
7188 22 3 29 - 20 19 3
7189 22 3 16 + 0 34 17
7190 22 3 7 + 11 11 59
7191 22 6 51 - 64 38 1
7192 22 6 50 - 64 18 58
7193 22 3 4 + 10 48 8
7194 22 3 31 + 12 38 13
7195 22 3 30 + 12 39 41
7196 22 5 55 - 50 7 9
7197 22 2 58 + 41 3 34
7198 22 5 14 - 0 38 52
7199 22 8 30 - 64 42 22
7200 22 7 10 - 49 59 44
7201 22 6 32 - 31 15 50
7202 22 6 43 - 31 13 7
7203 22 6 44 - 31 9 48
7204 22 6 53 - 31 3 0
7204 22 6 55 - 31 3 13
7205 22 8 33 - 57 26 33
7205 22 7 32 - 57 27 51
7206 22 5 41 + 16 47 7
7207 22 5 46 + 16 46 4
7208 22 8 25 - 29 3 5
7209 22 5 8 + 46 29 0
7210 22 6 22 + 27 6 36
7211 22 6 22 - 8 5 22
7212 22 7 2 + 10 14 5
7213 22 9 16 - 47 10 1
7214 22 9 8 - 27 48 35
7215 22 8 35 + 0 30 44
7216 22 12 36 - 68 39 43
7217 22 7 52 + 31 21 34
7218 22 10 12 - 16 39 38
7219 22 13 9 - 64 50 56
7220 22 11 31 - 22 57 11
7221 22 11 15 - 30 33 48
7222 22 10 52 + 2 6 23
7223 22 10 9 + 41 1 2
7224 22 11 35 + 25 51 54
7225 22 13 8 - 26 8 54
7226 22 10 27 + 55 23 55
7227 22 11 31 + 38 43 15
7228 22 11 49 + 38 41 56
7229 22 14 3 - 29 23 0
7230 22 14 13 - 17 4 28
7231 22 12 30 + 45 19 43
7232 22 15 38 - 45 51 1
7232 22 13 41 - 45 53 37
7232 22 15 52 - 45 46 50
7233 22 15 49 - 45 50 47
7234 22 12 24 + 57 16 24
7235 22 12 24 + 57 16 24
7236 22 14 45 + 13 50 47
7237 22 14 47 + 13 50 27
7238 22 15 21 + 22 31 10
7239 22 15 1 - 5 3 10
7240 22 15 23 + 37 16 50
7241 22 15 50 + 19 13 53
7242 22 15 39 + 37 17 52
7243 22 15 9 + 49 53 51
7244 22 16 27 + 16 28 18
7245 22 15 12 + 54 20 36
7246 22 17 43 - 15 34 12
7247 22 17 41 - 23 43 50
7248 22 16 53 + 40 30 19
7249 22 20 31 - 55 7 29
7250 22 18 18 + 40 33 47
7251 22 20 27 - 15 46 23
7252 22 20 45 - 24 40 42
7253 22 19 27 + 29 23 49
7253 22 19 30 + 29 23 16
7254 22 22 36 - 21 44 5
7255 22 23 8 - 15 32 28
7256 22 22 36 - 21 44 5
7257 22 22 37 - 4 7 15
7258 22 22 58 - 28 20 43
7259 22 23 6 - 28 57 16
7260 22 22 37 - 4 7 15
7261 22 20 10 + 58 6 36
7262 22 23 28 - 32 21 53
7263 22 21 45 + 36 20 59
7263 22 21 46 + 36 21 9
7264 22 22 14 + 36 23 13
7265 22 22 28 + 36 12 37
7266 22 23 59 - 4 4 23
7267 22 24 22 - 33 41 36
7268 22 25 41 - 31 12 4
7268 22 25 42 - 31 12 1
7269 22 25 47 - 13 10 1
7270 22 23 48 + 32 24 11
7271 22 23 58 + 32 22 3
7272 22 24 32 + 16 35 19
7273 22 24 9 + 36 12 1
7274 22 24 11 + 36 7 35
7275 22 24 17 + 32 26 49
7276 22 24 14 + 36 5 17
7277 22 26 11 - 31 8 45
7278 22 28 23 - 60 10 10
7279 22 27 13 - 35 8 24
7280 22 26 28 + 16 8 54
7281 22 24 56 + 57 50 25
7282 22 25 54 + 40 18 56
7283 22 28 33 + 17 28 15
7284 22 28 36 - 24 50 40
7285 22 28 38 - 24 50 26
7286 22 27 51 + 29 5 48
7287 22 28 32 - 22 8 0
7287 22 28 49 - 22 12 8
7288 22 28 15 - 2 53 5
7289 22 29 20 - 35 28 19
7290 22 28 27 + 17 8 52
7291 22 28 29 + 16 47 1
7292 22 28 26 + 30 17 35
7293 22 29 38 - 20 50 11
7294 22 32 8 - 25 23 53
7295 22 28 2 + 52 17 18
7296 22 28 2 + 52 17 18
7297 22 31 10 - 37 49 37
7298 22 30 51 - 14 11 19
7299 22 31 33 - 37 48 35
7300 22 30 60 - 14 0 11
7301 22 30 35 - 17 34 25
7302 22 32 24 - 14 7 15
7303 22 31 33 + 30 57 24
7304 22 31 44 + 30 58 49
7305 22 32 14 + 11 42 46
7306 22 33 16 - 27 14 45
7307 22 33 52 - 40 56 5
7308 22 34 32 - 12 56 1
7309 22 34 21 - 10 21 22
7310 22 34 37 - 22 29 6
7311 22 34 7 + 5 34 12
7312 22 34 35 + 5 49 3
7313 22 35 32 - 26 6 7
7314 22 35 46 - 26 3 1
7315 22 35 32 + 34 48 14
7316 22 35 56 + 20 19 20
7317 22 35 52 + 33 56 43
7318 22 35 57 + 33 57 58
7318 22 35 58 + 33 58 0
7319 22 36 4 + 33 58 35
7320 22 36 32 + 33 47 46
7320 22 37 28 + 33 55 24
7320 22 36 20 + 33 59 8
7320 22 36 4 + 33 56 54
7321 22 36 28 + 21 37 19
7322 22 37 51 - 37 13 53
7323 22 36 54 + 19 8 40
7324 22 37 1 + 19 8 48
7325 22 36 49 + 34 22 2
7326 22 36 52 + 34 25 25
7327 22 37 25 + 34 25 42
7328 22 37 29 + 10 31 54
7329 22 40 24 - 66 28 45
7330 22 36 56 + 38 32 53
7331 22 37 5 + 34 25 13
7332 22 37 25 + 23 47 53
7333 22 37 12 + 34 26 15
7334 22 37 51 - 37 13 53
7335 22 37 20 + 34 26 54
7336 22 37 22 + 34 28 56
7337 22 37 27 + 34 22 26
7338 22 36 47 + 34 27 47
7339 22 37 47 + 23 47 11
7340 22 37 44 + 34 24 38
7341 22 39 6 - 22 39 59
7342 22 38 13 + 35 29 55
7343 22 38 38 + 34 4 18
7344 22 39 36 - 4 9 32
7345 22 38 45 + 35 32 26
7346 22 39 35 + 11 5 2
7347 22 39 56 + 11 1 40
7348 22 40 36 + 11 54 22
7349 22 41 15 - 21 47 48
7350 22 40 48 + 12 0 25
7351 22 41 27 - 4 26 39
7352 22 39 44 + 57 23 6
7353 22 42 13 + 11 52 38
7354 22 40 20 + 61 17 10
7355 22 43 30 - 36 51 55
7356 22 42 2 + 30 42 34
7357 22 42 24 + 30 10 19
7358 22 45 36 - 65 7 18
7359 22 44 48 - 23 41 17
7360 22 43 34 + 4 9 7
7361 22 42 18 - 30 3 27
7362 22 43 49 + 8 42 21
7363 22 43 19 + 33 59 55
7364 22 44 24 - 0 9 45
7365 22 45 10 - 19 57 6
7366 22 44 27 + 10 46 55
7367 22 44 34 + 3 38 47
7368 22 45 31 - 39 20 31
7369 22 44 12 + 34 21 6
7370 22 45 37 + 11 3 30
7371 22 46 4 - 11 0 2
7372 22 45 46 + 11 7 53
7373 22 46 19 + 3 12 36
7374 22 46 1 + 10 51 13
7374 22 46 1 + 10 51 13
7374 22 45 59 + 10 52 5
7375 22 46 32 + 21 5 3
7376 22 47 18 + 3 38 43
7377 22 47 47 - 22 18 41
7378 22 47 48 - 11 49 0
7379 22 47 33 + 40 14 21
7380 22 47 21 + 58 7 54
7381 22 50 8 - 19 43 29
7382 22 50 24 - 36 51 25
7383 22 49 36 + 11 33 25
7384 22 49 43 + 11 29 17
7385 22 49 55 + 11 36 29
7386 22 50 2 + 11 41 53
7387 22 50 18 + 11 38 14
7388 22 50 21 + 11 42 41
7389 22 50 16 + 11 34 0
7390 22 50 20 + 11 31 52
7391 22 50 36 - 1 32 41
7392 22 51 49 - 20 36 31
7393 22 51 38 - 5 33 26
7394 22 50 12 + 52 10 8
7395 22 51 3 + 37 5 18
7396 22 52 23 + 1 5 32
7397 22 52 47 + 1 7 57
7398 22 52 49 + 1 12 6
7399 22 52 39 - 9 16 3
7400 22 54 21 - 45 20 50
7401 22 52 59 + 1 8 33
7402 22 53 4 + 1 8 42
7403 22 53 6 + 1 28 56
7404 22 54 19 - 39 18 53
7405 22 53 36 + 12 28 36
7406 22 53 56 - 6 34 44
7407 22 53 21 + 32 7 47
7408 22 55 57 - 63 41 43
7409 22 53 48 + 20 12 39
7410 22 55 1 - 39 39 44
7411 22 54 35 + 20 14 12
7412 22 55 46 - 42 38 29
7412 22 57 7 - 42 48 18
7413 22 55 3 + 13 13 16
7414 22 55 24 + 13 14 56
7415 22 54 52 + 20 15 44
7415 22 54 54 + 20 15 43
7416 22 55 42 - 5 29 42
7417 22 57 49 - 65 2 18
7418 22 56 36 - 37 1 44
7418 22 56 41 - 36 46 22
7419 22 54 20 + 60 48 56
7420 22 55 32 + 29 48 20
7421 22 56 55 - 37 20 42
7422 22 56 12 + 3 55 37
7423 22 55 7 + 57 5 41
7424 22 57 18 - 41 4 15
7425 22 57 16 - 10 57 0
7426 22 56 3 + 36 21 44
7427 22 57 10 + 8 30 22
7428 22 57 20 - 1 2 57
7429 22 56 0 + 59 58 24
7430 22 57 30 + 8 47 40
7431 22 57 39 + 26 9 52
7432 22 58 2 + 13 8 4
7433 22 57 52 + 26 9 44
7434 22 58 21 - 1 11 0
7435 22 57 54 + 26 8 20
7436 22 57 56 + 26 8 59
7436 22 57 56 + 26 8 59
7436 22 57 56 + 26 8 59
7437 22 58 10 + 14 18 31
7438 22 57 20 + 54 18 38
7439 22 58 10 + 29 13 44
7440 22 58 33 + 35 48 11
7441 22 56 41 - 7 22 47
7442 22 59 27 + 15 32 54
7443 23 0 9 - 12 48 28
7444 23 0 9 - 12 50 3
7445 22 59 22 + 39 6 29
7446 22 59 29 + 39 5 0
7447 23 0 26 - 10 31 39
7448 23 0 4 + 15 58 48
7449 22 59 38 + 39 8 45
7450 23 0 48 - 12 55 4
7451 23 0 41 + 8 28 3
7452 23 0 48 + 6 44 45
7453 23 1 26 - 6 21 14
7454 23 1 7 + 16 23 21
7455 23 0 41 + 7 18 12
7456 23 2 10 - 39 34 9
7457 23 0 60 + 30 8 41
7458 23 1 29 + 1 45 12
7459 23 0 60 + 6 44 58
7459 23 1 0 + 6 45 3
7460 23 1 43 + 2 15 49
7461 23 1 48 + 15 34 57
7462 23 2 46 - 40 50 8
7463 23 1 52 + 15 58 55
7464 23 1 54 + 15 58 28
7465 23 2 1 + 15 57 55
7466 23 2 3 + 27 3 11
7467 23 2 27 + 15 33 17
7468 23 4 54 + 16 40 44
7468 23 2 59 + 16 36 16
7469 23 3 16 + 8 52 26
7470 23 5 14 - 50 6 42
7471 23 3 53 - 22 54 24
7472 23 5 39 + 3 3 32
7473 23 3 57 + 30 9 36
7474 23 4 4 + 20 4 4
7475 23 4 10 + 20 4 45
7475 23 4 12 + 20 5 4
7476 23 5 12 - 43 5 53
7477 23 4 41 + 3 7 6
7478 23 4 57 + 2 34 39
7479 23 4 57 + 12 19 20
7480 23 5 14 + 2 32 58
7480 23 5 14 + 2 32 58
7480 23 5 2 + 2 32 26
7481 23 5 51 - 19 56 24
7482 23 5 39 + 3 3 32
7483 23 5 48 + 3 32 43
7484 23 7 5 - 36 16 22
7485 23 6 5 + 34 6 29
7486 23 6 13 + 34 6 8
7487 23 6 51 + 28 10 46
7488 23 7 49 + 0 56 28
7489 23 7 33 + 22 59 52
7490 23 7 25 + 32 22 32
7491 23 8 6 - 5 57 59
7492 23 8 27 - 15 36 39
7493 23 8 32 + 0 54 36
7494 23 8 58 - 24 22 9
7495 23 8 57 + 12 2 53
7496 23 9 47 - 43 25 39
7496 23 12 23 - 43 46 43
7496 23 12 21 - 43 46 39
7497 23 9 4 + 18 10 39
7498 23 9 56 - 24 25 28
7499 23 10 22 + 7 34 52
7500 23 10 30 + 11 0 46
7501 23 10 30 + 7 35 22
7502 23 10 20 - 21 44 11
7503 23 10 42 + 7 34 5
7504 23 10 41 + 14 23 10
7505 23 11 1 + 13 37 53
7506 23 11 41 - 2 9 35
7507 23 12 8 - 28 32 19
7508 23 11 49 + 12 56 28
7509 23 12 21 + 14 36 35
7510 23 11 4 + 60 34 8
7511 23 12 26 + 13 43 37
7512 23 12 21 + 31 7 32
7513 23 13 14 - 28 21 29
7514 23 12 26 + 34 52 52
7515 23 12 49 + 12 40 47
7516 23 12 52 + 20 14 56
7517 23 13 14 - 2 6 0
7518 23 13 13 + 6 19 18
7519 23 13 11 + 10 46 18
7520 23 12 53 - 23 28 8
7521 23 13 35 - 1 43 50
7522 23 15 36 - 22 53 40
7523 23 13 35 + 13 59 12
7524 23 13 47 - 1 43 50
7525 23 13 40 + 14 1 17
7525 23 13 40 + 14 1 27
7526 23 14 2 - 9 13 15
7527 23 13 42 + 24 54 10
7528 23 14 20 + 10 13 52
7529 23 14 3 + 8 59 32
7530 23 14 12 - 2 46 44
7531 23 14 48 - 43 35 56
7532 23 14 22 - 2 43 40
7533 23 14 22 - 2 2 0
7534 23 14 27 - 2 41 58
7535 23 14 13 + 13 34 56
7536 23 14 13 + 13 25 36
7537 23 14 35 + 4 29 56
7538 23 13 38 + 61 30 42
7539 23 14 29 + 23 41 5
7540 23 14 36 + 15 57 1
7540 23 14 37 + 15 57 10
7541 23 14 43 + 4 32 4
7542 23 14 42 + 10 38 36
7543 23 14 35 + 28 19 40
7544 23 14 57 - 2 11 56
7545 23 15 32 - 38 32 6
7546 23 15 6 - 2 19 32
7547 23 15 3 + 18 58 25
7548 23 15 11 + 25 16 55
7549 23 15 17 + 19 2 29
7550 23 15 16 + 18 57 39
7551 23 15 22 + 15 56 27
7552 23 16 11 - 42 35 5
7553 23 15 33 + 19 2 55
7554 23 15 41 - 2 22 41
7555 23 15 30 + 12 34 0
7556 23 15 44 - 2 22 53
7556 23 15 44 - 2 23 9
7557 23 15 40 + 6 42 32
7558 23 15 38 + 18 55 13
7559 23 15 47 + 13 17 25
7559 23 15 46 + 13 17 49
7560 23 15 54 + 4 29 45
7561 23 15 58 + 4 31 21
7562 23 15 58 + 6 41 14
7562 23 16 1 + 6 39 11
7563 23 15 56 + 13 11 48
7564 23 16 1 + 7 20 54
7565 23 16 19 - 0 3 30
7566 23 16 37 - 2 19 49
7567 23 16 11 + 15 51 4
7568 23 16 25 + 24 29 50
7569 23 16 45 + 8 54 24
7570 23 16 45 + 13 29 0
7571 23 18 30 + 18 41 18
7572 23 16 50 + 18 29 0
7573 23 16 26 - 22 9 14
7574 23 16 25 + 24 29 50
7575 23 17 21 + 5 39 41
7576 23 17 23 - 4 43 40
7577 23 17 17 + 7 21 57
7578 23 17 12 + 18 42 5
7578 23 17 14 + 18 42 30
7579 23 17 39 + 9 26 2
7580 23 17 37 + 14 0 5
7581 23 14 43 + 4 32 4
7582 23 18 24 - 42 22 11
7583 23 17 53 + 7 22 46
7584 23 17 53 + 9 26 1
7585 23 18 1 - 4 39 1
7586 23 17 56 + 8 35 4
7587 23 17 59 + 9 40 49
7588 23 17 58 + 18 45 10
7589 23 18 16 + 0 15 42
7590 23 18 55 - 42 14 21
7591 23 18 16 + 6 35 10
7592 23 18 22 - 4 24 59
7593 23 17 57 + 11 20 56
7594 23 18 14 + 10 17 52
7595 23 18 30 + 9 55 56
7596 23 17 12 - 6 54 42
