NI RH RM RS V DG DM DS
2449 9 13 33 + 30 0 1
2450 9 17 6 + 25 25 40
2451 9 15 48 + 23 29 49
2452 9 15 58 + 23 28 22
2453 9 15 55 + 20 55 46
2454 9 16 2 + 17 49 17
2455 9 16 50 + 20 11 54
2456 9 17 24 + 34 40 29
2457 9 17 4 + 20 5 37
2458 9 21 30 + 64 14 18
2459 9 18 59 + 34 51 46
2460 9 19 19 + 33 52 51
2461 9 19 58 + 37 11 27
2462 9 22 56 + 22 41 10
2463 9 23 0 + 22 37 9
2464 9 23 22 + 22 37 49
2465 9 23 32 + 24 26 46
2466 9 23 45 + 24 31 5
2467 9 24 53 + 38 21 6
2468 9 24 53 + 38 21 8
2469 9 23 1 - 32 26 59
2470 9 25 41 + 23 21 41
2471 9 25 12 - 6 49 48
2472 9 26 34 + 21 23 6
2473 9 27 23 + 30 26 29
2474 9 27 11 + 23 2 3
2475 9 27 54 + 29 47 32
2476 9 27 53 + 29 59 9
2477 9 27 60 + 29 42 20
2478 9 28 1 + 30 2 15
2479 9 28 4 + 29 59 28
2480 9 28 18 + 29 42 23
2481 9 27 29 + 3 55 45
2482 9 26 59 - 12 6 30
2483 9 29 26 + 30 59 40
2484 9 26 50 - 42 50 33
2485 9 27 12 - 39 17 5
2486 9 30 17 + 26 38 28
2487 9 30 9 + 20 5 24
2488 9 27 27 - 56 57 24
2489 9 30 37 - 5 53 13
2490 9 33 4 + 29 55 43
2491 9 35 14 + 34 43 56
2492 9 33 15 - 37 52 0
2493 9 36 18 + 37 21 52
2494 9 36 6 - 12 26 12
2495 9 38 7 + 28 3 29
2496 9 38 45 + 34 43 36
2497 9 41 4 + 34 44 1
2498 9 41 22 + 28 6 52
2499 9 41 25 + 27 53 45
2500 9 42 23 + 36 20 57
2501 9 38 47 - 60 5 29
2502 9 43 15 + 35 9 38
2503 9 43 16 + 35 12 23
2504 9 38 33 - 69 5 6
2505 9 45 7 + 27 16 9
2506 9 45 13 + 27 15 9
2507 9 44 34 - 31 47 26
2508 9 47 7 + 33 30 31
2509 9 46 56 + 5 42 8
2510 9 47 44 - 32 50 16
2511 9 49 24 - 32 50 21
2512 9 49 24 - 32 50 21
2513 9 50 1 - 32 53 2
2514 9 50 1 - 32 53 2
2515 9 54 39 + 37 24 30
2516 9 54 48 + 37 41 15
2517 9 52 51 - 33 44 31
2518 9 55 59 + 37 9 22
2519 9 55 59 + 34 2 11
2520 9 56 20 + 27 13 39
2521 9 57 16 + 33 58 37
2522 9 55 9 - 33 8 13
2523 9 55 9 - 33 12 40
2524 9 57 33 + 33 37 13
2525 9 58 25 + 37 6 9
2526 9 57 3 - 32 15 25
2527 10 0 7 + 38 10 22
2528 9 59 6 - 27 7 42
2529 9 59 30 - 22 49 34
2530 10 1 31 + 37 12 16
2531 9 59 56 - 29 37 4
2532 10 0 5 - 34 13 42
2533 10 0 32 - 31 14 42
2534 10 1 30 - 34 6 45
2535 10 4 32 + 38 0 24
2536 10 3 30 - 33 57 1
2537 10 3 52 - 27 34 17
2538 10 3 57 - 34 48 26
2539 10 4 16 - 31 21 45
2540 10 6 47 + 31 28 34
2541 10 5 48 - 17 26 6
2542 10 7 51 + 34 18 55
2543 10 8 24 + 37 50 27
2543 10 8 24 + 37 50 39
2544 10 8 30 + 33 20 46
2545 10 6 36 - 33 51 18
2546 10 7 5 - 33 15 43
2547 10 10 5 + 36 30 11
2548 10 7 55 - 35 13 47
2549 10 10 10 + 36 27 55
2550 10 10 28 + 27 57 21
2551 10 10 40 + 24 24 53
2552 10 10 46 - 34 50 40
2553 10 9 21 - 62 36 47
2554 10 8 51 - 67 1 54
2554 10 8 52 - 67 1 17
2555 10 11 42 - 31 38 34
2556 10 12 38 - 34 43 42
2557 10 16 6 + 38 6 30
2558 10 14 44 - 34 20 13
2559 10 14 45 - 34 3 31
2560 10 16 19 - 33 33 48
2561 10 19 9 + 34 40 28
2562 10 18 54 + 16 9 18
2563 10 18 52 - 32 35 48
2564 10 21 28 + 36 27 9
2565 10 21 18 + 27 55 48
2565 10 21 17 + 27 55 44
2566 10 22 19 + 36 35 0
2567 10 21 58 + 24 39 19
2568 10 22 30 + 36 35 59
2569 10 22 54 + 24 36 25
2570 10 21 34 - 33 37 24
2571 10 21 35 - 34 16 1
2572 10 25 7 + 28 5 39
2573 10 23 30 - 35 27 23
2574 10 28 22 + 68 25 0
2575 10 25 24 - 32 38 10
2576 10 25 59 - 32 54 13
2577 10 28 1 + 32 45 48
2578 10 27 23 - 33 52 42
2579 10 29 17 + 26 5 56
2580 10 28 18 - 31 31 4
2581 10 27 26 - 57 37 32
2582 10 29 11 - 30 20 34
2583 10 31 11 + 26 3 17
2584 10 29 51 - 34 54 42
2585 10 30 27 - 35 21 36
2586 10 31 2 - 28 43 1
2587 10 30 60 - 34 33 46
2588 10 31 50 - 30 23 2
2589 10 32 21 - 24 2 14
2590 10 36 17 + 26 57 46
2591 10 36 39 + 35 3 12
2592 10 35 8 - 43 41 37
2593 10 36 16 - 12 43 31
2594 10 36 4 - 24 19 22
2595 10 37 33 - 11 7 0
2596 10 34 12 - 73 14 24
2597 10 37 47 - 27 4 51
2598 10 39 42 + 26 43 39
2599 10 37 27 - 58 44 0
2600 10 46 39 + 72 19 14
2601 10 47 13 + 72 19 25
2602 10 42 57 - 64 23 39
2603 10 48 25 + 32 55 36
2604 10 49 25 + 32 46 21
2605 10 49 48 + 32 58 18
2606 10 50 18 + 37 57 23
2607 10 50 19 + 37 59 39
2608 10 50 15 + 32 46 8
2609 10 50 18 - 12 6 29
2610 10 52 8 + 33 5 0
2611 10 52 39 + 10 8 11
2612 10 53 37 + 32 46 6
2613 10 49 50 + 32 58 53
2614 11 1 34 + 38 48 14
2615 11 2 2 + 37 56 44
2616 11 2 6 + 38 47 14
2617 11 2 8 + 38 39 52
2618 11 1 59 + 27 47 11
2619 11 2 15 + 37 57 59
2620 11 2 24 + 38 30 20
2621 11 0 20 - 65 14 56
2622 11 2 60 - 16 17 19
2623 11 3 51 - 20 5 35
2624 11 7 18 - 19 28 17
2625 11 7 19 - 19 33 22
2626 11 9 4 + 26 54 16
2627 11 9 54 - 23 43 36
2628 11 11 38 + 12 7 21
2629 11 12 37 + 12 6 16
2630 11 12 43 + 12 19 9
2631 11 9 51 - 76 36 41
2632 11 13 6 + 11 40 26
2633 11 13 10 + 11 36 5
2634 11 13 28 + 10 29 9
2635 11 13 30 + 11 27 50
2636 11 13 34 + 11 27 23
2637 11 13 50 + 9 35 12
2638 11 13 52 + 10 33 48
2639 11 13 56 + 9 38 36
2640 11 14 6 + 10 59 50
2641 11 14 11 + 9 23 57
2642 11 14 16 + 12 15 57
2643 11 14 27 + 10 7 35
2644 11 14 30 + 10 46 8
2645 11 14 31 + 11 53 12
2646 11 14 38 + 12 31 43
2647 11 14 39 + 12 8 32
2648 11 14 46 + 10 13 31
2649 11 14 46 + 11 7 41
2649 11 14 47 + 11 7 44
2650 11 14 52 + 13 51 10
2651 11 14 52 + 12 14 23
2652 11 14 52 + 12 26 55
2653 11 14 54 + 10 32 54
2654 11 15 3 + 12 30 0
2655 11 15 5 + 12 9 52
2656 11 15 5 + 12 22 44
2657 11 15 9 + 13 41 41
2658 11 15 9 + 12 59 48
2659 11 15 28 + 12 53 14
2660 11 15 28 + 12 26 12
2661 11 15 29 + 13 36 32
2662 11 15 31 + 12 46 15
2663 11 15 33 + 12 36 15
2664 11 15 39 + 12 33 45
2665 11 15 41 + 11 43 26
2666 11 15 44 + 13 46 56
2667 11 15 44 + 12 7 1
2668 11 15 32 - 14 10 17
2669 11 15 53 + 13 25 47
2670 11 15 60 + 11 46 59
2671 11 16 4 + 13 7 28
2672 11 16 4 + 10 9 25
2673 11 16 4 + 10 9 44
2674 11 16 8 + 11 2 54
2675 11 16 11 + 12 14 58
2676 11 16 19 + 9 49 18
2677 11 16 21 + 12 12 53
2678 11 16 22 + 11 56 55
2679 11 16 23 + 12 0 55
2680 11 16 26 + 9 48 24
2681 11 16 33 + 11 12 26
2682 11 16 36 + 9 24 40
2683 11 16 54 + 12 5 57
2684 11 17 1 + 13 5 59
2685 11 17 0 + 10 5 41
2686 11 17 3 + 12 57 6
2687 11 17 12 + 10 9 29
2688 11 17 18 + 13 29 25
2689 11 17 20 + 12 57 39
2690 11 17 20 + 12 57 38
2691 11 17 25 + 12 2 18
2692 11 17 33 + 10 46 7
2693 11 17 37 + 13 32 58
2694 11 17 39 + 13 22 34
2694 11 17 39 + 13 22 33
2695 11 17 49 + 13 43 39
2696 11 17 49 + 12 45 21
2697 11 17 51 + 13 24 2
2698 11 17 51 + 11 53 7
2699 11 17 53 + 11 54 35
2700 11 17 54 + 12 3 17
2701 11 17 57 + 11 7 4
2702 11 17 57 + 9 24 47
2703 11 18 5 + 17 39 0
2704 11 18 4 + 12 27 13
2705 11 18 4 + 11 54 17
2706 11 18 29 + 12 32 56
2707 11 18 31 + 9 28 27
2708 11 18 35 + 12 42 42
2709 11 18 41 + 12 33 51
2710 11 18 44 + 13 34 2
2711 11 18 47 + 13 44 23
2712 11 18 53 + 9 37 38
2713 11 19 10 + 12 9 55
2714 11 17 22 - 62 43 18
2715 11 19 14 + 11 57 3
2716 11 19 16 + 11 41 55
2717 11 19 19 + 12 2 54
2718 11 19 21 + 12 1 21
2719 11 19 32 + 12 3 34
2720 11 19 36 + 12 4 37
2721 11 19 43 + 12 18 38
2722 11 19 44 + 13 57 49
2723 11 19 48 + 12 1 59
2724 11 19 48 + 10 43 2
2725 11 19 57 + 13 25 47
2726 11 19 59 + 13 24 56
2727 11 20 0 + 12 1 59
2728 11 20 5 + 13 25 38
2729 11 20 7 + 13 24 33
2730 11 20 7 + 12 22 0
2731 11 20 10 + 13 33 29
2732 11 20 12 + 12 24 14
2733 11 20 17 + 13 50 6
2734 11 20 24 + 12 26 35
2735 11 21 4 + 34 20 40
2736 11 20 55 + 12 24 32
2737 11 21 8 + 14 17 36
2738 11 21 23 + 34 21 26
2739 11 21 12 + 11 54 52
2740 11 21 17 + 8 45 6
2741 11 21 18 + 9 9 11
2742 11 21 19 + 10 26 47
2743 11 21 25 + 8 41 35
2744 11 21 43 + 34 21 46
2745 11 21 32 + 13 25 37
2746 11 21 36 + 11 44 12
2747 11 21 40 + 8 48 16
2748 11 21 44 + 8 48 20
2749 11 21 45 + 8 34 30
2750 11 21 51 + 9 39 30
2751 11 22 7 + 34 21 59
2752 11 22 2 + 14 7 28
2753 11 21 60 + 9 52 40
2754 11 22 2 + 14 8 38
2755 11 22 2 + 13 47 35
2756 11 22 1 + 9 57 36
2757 11 22 2 + 8 23 38
2758 11 22 3 + 7 48 50
2759 11 22 13 + 24 19 2
2760 11 22 13 + 12 39 57
2761 11 22 17 + 14 10 38
2762 11 22 18 + 12 43 21
2763 11 22 18 + 13 3 55
2764 11 27 5 - 28 58 50
2765 11 22 23 + 14 11 56
2766 11 22 23 + 12 54 14
2767 11 22 24 + 13 4 39
2768 11 22 24 + 12 31 44
2769 11 22 26 + 14 11 47
2770 11 22 25 + 9 13 16
2771 11 22 28 + 12 31 10
2772 11 22 30 + 13 35 57
2773 11 22 36 + 13 34 12
2774 11 22 37 + 12 30 54
2775 11 22 40 + 12 30 44
2776 11 22 40 + 13 19 51
2777 11 22 41 + 12 1 32
2778 11 22 42 + 12 31 36
2779 11 22 44 + 13 20 45
2780 11 22 48 + 10 8 58
2780 11 22 48 + 10 9 8
2781 11 22 51 + 12 20 43
2782 11 22 55 + 13 26 29
2783 11 22 54 + 8 53 4
2784 11 23 12 + 13 7 6
2785 11 23 15 + 13 23 30
2786 11 23 18 + 13 23 34
2787 11 23 19 + 13 37 47
2788 11 23 27 + 12 42 2
2788 11 23 27 + 12 41 53
2789 11 23 33 + 14 11 12
2790 11 23 34 + 9 33 17
2791 11 23 38 + 12 53 47
2792 11 23 42 + 11 24 15
2793 11 23 47 + 9 27 4
2793 11 23 48 + 9 26 54
2794 11 24 4 + 12 47 29
2795 11 24 4 + 12 8 8
2796 11 24 8 + 9 20 45
2796 11 24 8 + 9 20 36
2797 11 24 21 + 11 42 23
2798 11 24 24 + 12 24 57
2799 11 24 27 + 13 50 58
2800 11 24 27 + 12 12 32
2801 11 24 29 + 10 11 1
2802 11 24 30 + 12 12 32
2803 11 24 35 + 9 51 0
2804 11 24 56 + 13 13 22
2805 11 24 60 + 14 0 54
2806 11 25 15 + 9 39 11
2807 11 25 17 + 11 31 47
2808 11 25 27 + 9 7 57
2809 11 25 38 + 8 31 40
2810 11 25 45 + 14 40 36
2810 11 25 45 + 14 40 36
2810 11 25 50 + 14 40 7
2811 11 25 45 + 9 10 13
2812 11 25 56 + 11 31 49
2813 11 26 6 + 11 15 22
2814 11 26 9 + 9 39 42
2815 11 26 17 + 12 48 13
2816 11 26 18 + 10 38 11
2817 11 26 19 + 9 8 53
2818 11 26 27 + 12 55 18
2819 11 26 28 + 13 50 41
2820 11 26 27 + 10 14 20
2821 11 26 35 + 13 57 45
2822 11 26 34 + 11 26 23
2823 11 26 45 + 12 50 52
2824 11 27 5 + 14 5 7
2825 11 27 4 + 8 26 39
2826 11 27 6 + 13 14 19
2827 11 27 10 + 11 30 52
2828 11 27 11 + 8 43 56
2829 11 27 15 + 10 19 22
2830 11 27 22 + 7 48 51
2831 11 27 23 + 8 58 45
2832 11 27 25 + 13 59 23
2833 11 27 26 + 13 36 10
2834 11 27 32 + 13 34 14
2835 11 27 32 + 12 8 36
2836 11 27 37 + 9 5 8
2837 11 27 42 + 10 18 47
2838 11 27 45 + 14 0 42
2839 11 27 46 + 10 49 11
2840 11 27 48 + 13 25 34
2841 11 27 49 + 12 36 6
2842 11 27 48 + 9 39 7
2843 11 27 58 + 13 11 2
2844 11 27 58 + 11 27 12
2845 11 28 0 + 12 31 49
2846 11 28 0 + 11 9 31
2847 11 28 3 + 13 55 46
2848 11 28 14 + 13 1 51
2849 11 28 12 + 9 5 38
2850 11 28 13 + 9 3 46
2851 11 28 15 + 11 23 39
2852 11 28 14 + 9 48 4
2853 11 28 15 + 9 8 52
2854 11 28 20 + 8 58 8
2855 11 28 25 + 9 41 16
2856 11 28 16 - 12 53 26
2857 11 28 31 + 9 6 14
2858 11 28 36 + 13 39 41
2859 11 28 42 + 9 6 32
2860 11 28 45 + 14 2 29
2861 11 28 59 + 38 51 7
2862 11 28 43 + 10 7 40
2863 11 28 54 + 9 5 43
2864 11 28 60 + 12 22 5
2865 11 28 60 + 9 6 55
2866 11 29 0 + 9 2 32
2867 11 29 0 + 9 5 24
2868 11 29 6 + 9 5 42
2869 11 29 9 + 9 1 4
2870 11 29 12 + 11 51 54
2871 11 29 21 + 8 36 9
2872 11 28 16 - 62 59 0
2873 11 29 28 + 13 13 12
2874 11 29 27 + 10 37 40
2875 11 29 35 + 12 59 27
2876 11 29 34 + 9 0 58
2877 11 29 38 + 12 51 13
2878 11 29 38 + 9 58 3
2879 11 29 44 + 9 0 49
2880 11 29 53 + 13 11 56
2881 11 29 55 + 12 30 41
2882 11 30 10 + 11 59 23
2883 11 30 16 + 10 54 41
2884 11 27 43 - 79 44 9
2885 11 30 23 + 9 46 20
2886 11 30 24 + 11 33 47
2887 11 30 30 + 9 23 18
2888 11 30 35 + 9 54 32
2889 11 30 29 - 13 5 30
2890 11 30 46 + 13 10 57
2891 11 30 48 + 12 40 39
2892 11 30 49 + 10 35 17
2893 11 30 53 + 13 23 31
2893 11 30 53 + 13 23 24
2894 11 30 57 + 13 14 6
2895 11 30 57 + 9 58 39
2896 11 31 13 + 12 21 2
2897 11 31 20 + 11 32 57
2898 11 31 20 + 13 20 8
2899 11 31 20 + 10 38 6
2900 11 31 30 + 13 10 4
2901 11 31 32 + 12 42 1
2902 11 31 33 + 14 13 21
2903 11 31 41 + 12 38 32
2904 11 31 43 + 13 11 5
2905 11 31 47 + 9 6 25
2906 11 31 50 + 13 7 58
2907 11 31 49 + 9 53 57
2908 11 31 51 + 12 56 17
2909 11 31 51 + 11 28 13
2910 11 31 55 - 9 43 29
2911 11 32 5 + 12 58 41
2912 11 32 7 + 11 42 37
2913 11 31 51 - 30 24 38
2914 11 32 12 + 13 29 31
2915 11 32 16 + 14 29 2
2916 11 32 16 + 11 41 2
2917 11 32 19 + 10 56 45
2918 11 32 26 + 13 14 55
2919 11 32 35 + 14 11 25
2919 11 32 35 + 14 11 32
2920 11 32 49 + 12 33 26
2921 11 32 49 + 10 17 49
2922 11 32 51 + 12 55 21
2923 11 32 54 + 13 9 50
2924 11 32 52 + 9 1 26
2925 11 33 13 + 34 15 56
2926 11 33 5 + 12 26 13
2927 11 33 5 + 13 5 7
2928 11 33 30 + 34 18 58
2929 11 33 31 + 12 8 12
2930 11 33 44 + 10 5 19
2931 11 33 51 + 12 28 0
2932 11 33 54 + 10 32 38
2933 11 34 13 + 34 18 46
2934 11 34 20 + 13 19 17
2935 11 34 49 + 10 15 0
2936 11 34 57 + 13 0 31
2937 11 35 3 + 10 6 14
2938 11 35 36 + 13 40 48
2938 11 35 37 + 13 40 29
2938 11 35 35 + 13 40 51
2939 11 35 38 + 10 41 50
2940 11 36 3 + 21 57 42
2941 11 36 10 + 10 3 21
2942 11 36 12 + 11 48 55
2943 11 36 42 + 54 50 45
2944 11 35 47 - 63 1 11
2945 11 37 4 + 12 55 37
2946 11 37 30 + 32 15 11
2947 11 37 31 + 31 21 42
2948 11 39 5 - 63 26 36
2949 11 40 54 - 46 27 16
2950 11 41 38 + 37 59 33
2951 11 43 24 + 19 44 59
2952 11 44 17 + 33 21 4
2953 11 44 26 + 33 21 21
2954 11 45 3 + 26 47 12
2955 11 45 5 + 19 37 22
2956 11 45 18 + 26 46 0
2957 11 45 37 + 31 17 58
2958 11 45 42 + 33 9 15
2959 11 46 10 + 33 6 34
2960 11 46 20 + 35 0 15
2961 11 47 50 + 31 20 43
2962 11 49 6 - 12 18 40
2963 11 49 24 - 5 7 5
2964 11 49 52 + 12 3 1
2965 11 54 2 - 19 34 8
2966 11 50 13 - 64 52 17
2967 11 50 55 + 30 51 4
2968 11 52 31 + 20 37 33
2969 11 52 31 - 3 52 23
2970 11 53 9 - 23 7 24
2971 11 53 28 + 30 41 51
2972 11 53 40 - 3 59 50
2973 11 53 51 + 33 21 57
2974 11 53 49 - 5 10 6
2975 11 54 6 - 5 33 42
2976 11 56 1 - 2 43 14
2977 11 55 15 - 37 41 46
2978 11 56 23 + 32 2 19
2979 11 56 54 + 32 9 31
2980 11 57 30 - 73 41 6
2981 11 55 43 + 32 11 24
2982 11 57 51 + 27 52 6
2983 11 58 16 - 2 6 36
2984 11 59 7 + 30 41 51
2985 11 59 13 + 30 43 52
2986 11 59 50 + 30 50 42
2987 12 3 25 + 38 48 48
2988 12 3 42 + 3 25 46
2989 12 4 34 + 1 48 5
2990 12 4 39 + 11 3 0
2991 12 5 13 + 10 38 24
2992 12 5 16 + 30 51 19
2993 12 5 38 + 32 49 20
2994 12 5 28 + 12 42 11
2995 12 5 47 - 27 56 30
2996 12 5 49 - 29 58 19
2997 12 5 45 + 20 16 54
2998 12 5 54 + 20 45 0
2999 12 5 58 + 31 20 54
3000 12 6 8 - 29 40 24
3001 12 6 17 + 33 31 34
3002 12 7 4 + 33 22 57
3003 12 7 33 + 32 48 48
3004 12 7 10 + 13 14 51
3005 12 7 14 - 30 1 34
3006 12 7 23 + 13 0 14
3007 12 7 31 + 31 20 55
3008 12 7 52 + 13 34 41
3009 12 8 0 + 12 38 47
3010 12 7 57 - 30 20 22
3011 12 8 10 + 10 22 44
3012 12 8 24 + 11 10 37
3013 12 8 26 + 10 1 0
3014 12 8 37 + 38 49 55
3015 12 9 0 - 31 31 10
3016 12 9 19 + 11 25 47
3017 12 9 23 + 13 37 7
3018 12 9 25 + 13 34 32
3019 12 9 22 + 13 59 32
3020 12 9 27 + 14 13 30
3021 12 9 55 + 13 2 59
3022 12 10 2 + 38 44 26
3023 12 10 2 + 14 22 1
3024 12 10 12 + 12 19 32
3025 12 10 23 + 10 11 19
3026 12 10 34 - 29 55 24
3027 12 10 30 + 14 11 36
3028 12 10 36 + 11 45 41
3029 12 10 42 + 13 19 53
3030 12 11 6 + 14 8 36
3031 12 11 4 + 13 18 29
3032 12 11 8 + 14 16 31
3033 12 11 10 + 13 35 17
3034 12 11 48 + 14 12 5
3035 12 12 12 + 13 14 46
3036 12 12 15 + 12 29 19
3037 12 12 21 + 9 59 9
3038 12 12 33 + 11 21 12
3039 12 12 33 + 12 18 36
3040 12 12 35 + 11 4 27
3041 12 12 43 + 12 45 47
3042 12 12 46 + 10 51 51
3043 12 12 47 + 10 0 36
3044 12 12 48 + 13 58 34
3045 12 12 60 + 12 46 46
3046 12 13 8 + 12 55 7
3047 12 13 15 + 12 59 50
3048 12 13 22 + 13 4 12
3049 12 13 33 + 14 28 58
3049 12 13 34 + 14 28 45
3050 12 13 47 + 13 25 29
3051 12 13 53 + 13 10 22
3052 12 13 48 + 12 41 25
3053 12 13 52 + 14 13 21
3054 12 14 15 + 13 32 32
3055 12 14 23 + 12 5 30
3056 12 14 38 + 13 46 47
3057 12 15 2 - 44 28 24
3058 12 14 47 + 14 5 43
3059 12 14 55 + 13 27 39
3060 12 15 2 + 12 32 52
3061 12 15 4 + 14 1 44
3062 12 15 5 + 13 35 40
3063 12 15 7 + 12 0 58
3064 12 15 17 + 13 1 22
3065 12 15 13 + 14 26 1
3066 12 15 16 + 13 28 25
3067 12 15 16 + 23 57 32
3068 12 15 23 + 11 30 40
3069 12 15 20 + 10 9 39
3070 12 15 25 + 13 2 22
3071 12 15 32 + 9 32 44
3072 12 15 38 + 9 33 20
3073 12 15 36 + 13 37 11
3074 12 15 46 + 10 41 55
3075 12 15 55 + 23 35 46
3076 12 16 4 + 9 4 45
3077 12 15 56 + 14 25 58
3078 12 16 0 + 12 41 16
3079 12 16 4 + 11 32 6
3080 12 16 3 + 14 11 24
3081 12 16 9 + 12 41 28
3082 12 16 12 + 23 50 31
3083 12 16 24 + 12 35 40
3084 12 16 23 + 23 55 6
3085 12 16 26 + 9 28 9
3086 12 16 28 + 9 0 33
3087 12 16 27 + 13 17 21
3088 12 16 28 + 9 27 32
3089 12 16 30 + 23 49 42
3090 12 16 32 + 9 26 23
3091 12 16 29 + 14 0 45
3092 12 16 32 + 10 2 47
3093 12 16 42 + 14 16 42
3094 12 16 56 + 13 37 32
3095 12 16 55 + 23 57 29
3096 12 16 52 + 14 30 55
3097 12 17 1 + 9 24 27
3098 12 17 10 + 7 11 27
3099 12 17 9 + 12 27 12
3100 12 17 5 + 12 17 22
3101 12 17 20 + 11 56 36
3102 12 17 26 + 6 41 22
3103 12 17 28 + 9 21 38
3104 12 18 46 - 79 43 51
3105 12 17 34 + 12 23 10
3106 12 17 46 + 9 36 47
3107 12 17 47 + 10 50 41
3108 12 17 43 + 13 22 46
3109 12 17 44 + 13 10 16
3110 12 17 45 + 37 24 1
3111 12 17 51 + 8 25 51
3112 12 17 48 + 26 1 51
3113 12 17 58 + 7 11 8
3114 12 17 57 + 9 8 7
3115 12 17 60 + 6 39 15
3116 12 17 57 + 25 4 34
3117 12 18 5 + 9 4 35
3118 12 18 11 + 9 30 1
3119 12 18 8 + 24 41 20
3120 12 18 15 + 13 44 54
3121 12 18 17 + 13 15 26
3122 12 18 21 + 25 13 2
3123 12 18 28 + 8 3 54
3124 12 18 28 + 9 35 19
3125 12 18 26 + 24 21 56
3126 12 18 37 + 13 48 51
3127 12 18 35 + 11 52 12
3128 12 18 42 + 11 43 53
3128 12 18 43 + 11 43 35
3129 12 18 45 + 9 35 28
3130 12 18 50 + 8 14 2
3131 12 18 51 + 7 51 41
3132 12 18 51 + 7 51 41
3133 12 18 55 + 7 38 20
3134 12 18 56 + 8 57 44
3135 12 18 53 + 27 29 31
3136 12 18 57 + 6 11 1
3137 12 18 55 + 12 28 10
3138 12 18 56 + 12 26 43
3138 12 18 56 + 12 26 32
3139 12 19 1 + 9 7 37
3140 12 18 58 + 27 7 48
3141 12 18 59 + 24 11 11
3142 12 19 2 + 13 58 54
3142 12 19 5 + 13 58 50
3143 12 19 5 + 27 17 53
3144 12 19 10 + 25 17 51
3145 12 19 11 + 24 17 39
3146 12 19 12 + 25 42 53
3147 12 19 17 + 12 1 0
3147 12 19 19 + 12 1 6
3148 12 19 22 + 7 52 14
3149 12 19 24 + 12 18 5
3150 12 19 29 + 7 47 56
3151 12 19 33 + 9 24 53
3152 12 19 36 - 26 8 41
3153 12 19 37 + 5 23 54
3154 12 19 34 + 25 35 11
3155 12 19 45 + 6 0 23
3156 12 19 44 + 9 8 55
3157 12 19 48 + 12 25 20
3158 12 19 49 + 9 17 30
3159 12 19 53 + 11 40 28
3160 12 20 0 + 9 6 6
3161 12 20 1 + 8 59 57
3162 12 20 3 + 8 59 50
3163 12 20 4 + 9 15 24
3164 12 20 5 + 24 57 24
3165 12 20 5 + 27 58 30
3166 12 19 54 + 60 41 42
3167 12 20 19 + 9 32 43
3168 12 20 19 + 27 55 11
3169 12 20 21 + 25 35 58
3170 12 20 27 + 9 25 28
3171 12 20 24 + 25 33 40
3172 12 20 25 + 27 49 9
3173 12 20 30 + 11 20 29
3174 12 20 30 + 10 14 44
3175 12 20 33 + 9 51 14
3176 12 20 30 + 25 30 55
3177 12 20 36 + 14 7 42
3178 12 20 35 + 26 10 12
3179 12 20 38 + 26 9 55
3180 12 20 24 + 60 41 4
3181 12 20 42 + 29 20 44
3182 12 20 48 + 12 43 42
3183 12 20 49 + 6 41 11
3184 12 20 47 + 24 54 56
3184 12 20 48 + 24 55 3
3185 12 20 53 + 25 25 46
3186 12 20 56 + 24 40 9
3187 12 20 55 + 11 9 41
3188 12 20 55 + 11 0 31
3189 12 20 56 + 25 25 35
3190 12 21 2 + 9 34 12
3191 12 21 5 + 7 42 16
3192 12 21 5 + 11 45 14
3193 12 21 1 + 27 53 55
3194 12 21 9 + 25 8 1
3195 12 21 18 + 25 48 29
3196 12 21 27 + 11 45 28
3197 12 21 26 + 25 26 38
3198 12 21 31 + 26 21 59
3199 12 21 46 + 10 35 46
3200 12 21 37 + 26 45 39
3201 12 21 40 + 25 43 34
3202 12 21 44 + 27 3 27
3203 12 21 46 + 25 53 3
3204 12 21 51 + 24 14 56
3205 12 21 51 + 26 20 29
3206 12 21 51 + 26 21 51
3207 12 21 53 + 24 21 16
3208 12 21 56 + 11 58 1
3209 12 22 6 + 11 45 17
3210 12 22 1 + 28 25 52
3211 12 22 7 + 8 59 26
3212 12 22 3 + 28 11 9
3213 12 22 8 + 23 52 8
3214 12 22 9 + 27 14 6
3215 12 22 10 + 26 3 6
3216 12 22 12 + 25 17 12
3217 12 22 14 + 26 23 9
3217 12 22 13 + 26 23 17
3218 12 22 20 + 6 55 38
3219 12 22 15 + 25 57 4
3220 12 22 22 + 10 36 4
3221 12 22 20 + 25 17 0
3222 12 22 20 + 28 49 53
3223 12 22 31 + 9 29 14
3224 12 22 36 + 12 9 30
3225 12 22 39 + 6 40 35
3226 12 22 35 + 26 3 54
3227 12 22 36 + 24 5 9
3228 12 22 39 + 24 19 48
3229 12 22 53 + 6 40 48
3230 12 22 40 + 27 44 48
3231 12 22 44 + 24 49 14
3232 12 22 48 + 24 25 33
3233 12 22 55 + 12 33 59
3234 12 22 52 + 28 6 46
3235 12 22 58 + 13 32 43
3236 12 23 0 + 10 6 6
3237 12 22 58 + 28 29 38
3238 12 23 6 + 14 27 32
3239 12 23 10 + 11 43 33
3240 12 23 7 + 10 21 43
3241 12 23 8 + 26 54 21
3242 12 23 10 + 26 14 58
3243 12 23 11 + 27 45 56
3244 12 23 12 + 14 23 21
3245 12 23 18 + 9 7 48
3246 12 23 17 + 13 3 6
3247 12 23 14 + 28 53 35
3248 12 23 17 + 25 33 6
